original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
123,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,396,?,cómo empieza venga (.) a_ver (.) cuéntamelo (.) eh ?%mor: pro:int|cómo=how v|empeza-3S&PRES=begin co|venga=come_on co|a_ver=lets_see imp|conta-2S&IMP~pro:clit|1S~pro:clit|OBJ&m=count_tell co|eh ?,%mor:
124,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,400,.,espera .%mor: imp|espera-2S&IMP=wait .,%mor:
125,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,402,!,al principio (.) pásalo [/] pásalo !%mor: aprep|a~det:art|el&m=to n|principio&m=beginning^n|principio&m=start imp|pasa-2S&IMP~pro:clit|OBJ&m=pass !,%mor:
126,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,407,.,no (.) eso es (.) el final .%mor: co|no=no pro:dem|eso=that_one cop|se-3S&PRES=be det:art|el&m&SG=the n|final&m=end .,%mor:
127,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,411,!,eh (.) ahí muy bien (.) toma (.) el chupachús !%mor: co|eh adv|ahí=there adv|muy=very adv|bien=well v|toma-3S&PRES=take det:art|el&m&SG=the n|chupachús&m=lollipop !,%mor:
128,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,415,!,venga (.) a_ver (.) pónlo para aquí !%mor: co|venga=come_on co|a_ver=lets_see imp|pone-2S&IMP~pro:clit|OBJ&m=put prep|para=for adv|aquí=here !,%mor:
129,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,419,?,ahí (.) (.) muy bien (.) venga a_ver (.) cómo empieza ?%mor: adv|ahí=there adv|muy=very adv|bien=well co|venga=come_on co|a_ver=lets_see pro:int|cómo=how v|empeza-3S&PRES=begin ?,%mor:
130,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,422,?,a_ver quién es ésta ?%mor: co|a_ver=lets_see pro:int|quién=who cop|se-3S&PRES=be pro:dem|éste-f=this_one ?,%mor:
131,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,426,.,la mamá .%mor: det:art|el&f&SG=the n|mamá&f=mommy .,%mor:
132,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,428,?,qué le dice ?%mor: pro:int|qué=what pro:ind|le=him v|deci-3S&PRES=say ?,%mor:
133,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,430,.,llévale esta cestita <pa su> [/] pa su buelita [*] .%mor: imp|lleva-2S&IMP~pro:clit|3S=carry det:dem|este-f=this n|cesta&f-DIM=basket co|pa det:poss|su&3S=his ?|buelita .,%mor:
134,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,434,?,pa su buelita [*] (.) y qué es lo que tiene ?%mor: co|pa det:poss|su&3S=his ?|buelita coord|y=and pro:int|qué=what cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that v|tene-3S&PRES=have ?,%mor:
135,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,439,.,pa ésta [% señala a la mamá de Caperucita] (.) pa ésta .%mor: co|pa pro:dem|éste-f=this_one co|pa pro:dem|éste-f=this_one .,%mor:
136,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,441,?,y qué es lo que tiene ?%mor: coord|y=and pro:int|qué=what cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that v|tene-3S&PRES=have ?,%mor:
137,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,444,.,0 [=! ruido con la boca] .,%mor:
138,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,445,?,el qué ?%mor: det:art|el&m&SG=the pro:int|qué=what ?,%mor:
139,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,447,.,una cestita .%mor: det:art|un-f=one n|cesta&f-DIM=basket .,%mor:
140,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,449,?,una cestita (.) con qué ?%mor: det:art|un-f=one n|cesta&f-DIM=basket prep|con=with pro:int|qué=what ?,%mor:
141,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,452,.,con miel y pastel .%mor: prep|con=with n|miel&m=honey coord|y=and n|pastel&m=pie .,%mor:
142,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,454,!,con miel y pastel (.) muy bien !%mor: prep|con=with n|miel&m=honey coord|y=and n|pastel&m=pie adv|muy=very adv|bien=well !,%mor:
143,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,457,?,y qué hace (.) Caperucita (.) se va (.) no ?%mor: coord|y=and pro:int|qué=what v|hace-3S&PRES=do n:prop|Caperucita pro:refl|se=itself v|i-3S&PRES=go adv|no=no ?,%mor:
144,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,460,.,0 [=! asiente con la boca] .,%mor:
145,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,464,.,el lobo .%mor: det:art|el&m&SG=the n|lobo-m=wolf .,%mor:
146,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,466,?,el lobo (.) y el lobo (.) quién es ?%mor: det:art|el&m&SG=the n|lobo-m=wolf coord|y=and det:art|el&m&SG=the n|lobo-m=wolf pro:int|quién=who cop|se-3S&PRES=be ?,%mor:
147,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,469,!,éste [/] (.) éste que tiene pañales !%mor: pro:dem|éste=this_one pro:rel|que=that v|tene-3S&PRES=have n|pañal&m-PL=napkin !,%mor:
148,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,472,?,la quiere engañar ?%mor: pro:obj|la&f=she v|quere-3S&PRES=want inf|engaña-INF=deceive ?,%mor:
149,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,476,?,y qué le dice ?%mor: coord|y=and pro:int|qué=what pro:ind|le=him v|deci-3S&PRES=say ?,%mor:
150,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,478,.,llegó más que ella [= Caperucita] .%mor: v|llega-3S&PRET=arrive adv|más=more prep|que=than pro:sub|ello-f=he .,%mor:
151,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,481,?,llegó antes que ella (.) a qué sí ?%mor: v|llega-3S&PRET=arrive adv|antes=before prep|que=than pro:sub|ello-f=he aprep|a=to pro:int|qué=what co|sí=yes ?,%mor:
152,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,484,.,sí .%mor: co|sí=yes .,%mor:
153,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,486,?,y qué pasó ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:
154,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,488,.,entonces vino ella (.) le metió en una xxx (.) y le tocaba .%mor: adv|entonces=then n|vino&m=wine pro:sub|ello-f=he pro:ind|le=him v|mete-3S&PRET=put prep|en=in det:art|un-f=one coord|y=and pro:ind|le=him v|toca-13S&PAS=touch .,%mor:
155,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,492,.,y después (.) corrió y le [/] le disparó (.) le disparaba (.) le disparó (.) un cazador .%mor: coord|y=and adv|después=after v|corre-3S&PRET=run coord|y=and pro:ind|le=him v|dispara-3S&PRET=shoot pro:ind|le=him v|dispara-13S&PAS=shoot pro:ind|le=him v|dispara-3S&PRET=shoot det:art|un&m=one n|cazador&m=hunter .,%mor:
156,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,498,!,y colorín <se ha acabado> [//] este cuento se ha acabado !%mor: coord|y=and n|color&m-AUG=hue det:dem|este=this n|cuento&m=story pro:refl|se=itself aux|habe-3S&PRES=have part|acaba-PPART-m=finish !,%mor:
157,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,501,!,ya !%mor: adv|ya=already !,%mor:
158,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,503,.,sí .%mor: co|sí=yes .,%mor:
159,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,505,?,ah (.) (.) pero Sergio (.) y el lobo (.) cómo es ?%mor: co|ah conj|pero=but n:prop|Sergio coord|y=and det:art|el&m&SG=the n|lobo-m=wolf pro:int|cómo=how cop|se-3S&PRES=be ?,%mor:
160,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,508,.,malo .%mor: adj|malo-m=bad .,%mor:
161,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,510,.,pero y (.) cómo es (.) grande (.) pequeño .%mor: n|pero&m=excuse coord|y=and pro:int|cómo=how cop|se-3S&PRES=be adj|grande=big adj|pequeño-m=small .,%mor:
162,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,513,.,gande [*] .%mor: ?|gande .,%mor:
163,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,516,?,muy grande (.) y (.) tiene patas o no tiene patas ?%mor: adv|muy=very adj|grande=big coord|y=and v|tene-3S&PRES=have n|pata&f-PL=animal_foot coord|o=or adv|no=no v|tene-3S&PRES=have n|pata&f-PL=animal_foot ?,%mor:
164,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,520,.,patas .%mor: n|pata&f-PL=animal_foot .,%mor:
165,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,522,?,tiene patas (.) cuántas ?%mor: v|tene-3S&PRES=have n|pata&f-PL=animal_foot pro:indef|cuánto-f-PL=how_much ?,%mor:
166,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,525,!,muchas !%mor: det:indef|mucho-f-PL=many !,%mor:
167,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,529,?,tiene ?%mor: v|tene-3S&PRES=have ?,%mor:
168,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,531,.,muchas .%mor: det:indef|mucho-f-PL=many .,%mor:
169,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,533,?,no (.) cuatro (.) patas (.) no ?%mor: adv|no=no det:num|cuatro=four n|pata&f-PL=animal_foot adv|no=no ?,%mor:
170,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,535,!,tiene patas (.) (.) no (.) patas las tienes tú !%mor: v|tene-3S&PRES=have n|pata&f-PL=animal_foot adv|no=no n|pata&f-PL=animal_foot det:art|el&f-PL=the v|tene-2S&PRES=have pro:sub|tú=you !,%mor:
171,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,539,.,yo tengo piernas .%mor: pro:sub|yo=I v|tene-1S&PRES=have n|pierna&f-PL=leg .,%mor:
172,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,541,.,pero las patas las tienes las &per [//] nimales [*] .%mor: n|pero&m=excuse det:art|el&f-PL=the n|pata&f-PL=animal_foot det:art|el&f-PL=the v|tene-2S&PRES=have pro:obj|la&f-PL=she ?|nimales .,%mor:
173,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,548,.,ya .%mor: adv|ya=already .,%mor:
174,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,550,?,y tú tienes patas ?%mor: coord|y=and pro:sub|tú=you v|tene-2S&PRES=have n|pata&f-PL=animal_foot ?,%mor:
175,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,553,!,no (.) yo tengo piernas !%mor: adv|no=no pro:sub|yo=I v|tene-1S&PRES=have n|pierna&f-PL=leg !,%mor:
176,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,555,?,tú tienes piernas (.) y manos ?%mor: pro:sub|tú=you v|tene-2S&PRES=have n|pierna&f-PL=leg coord|y=and n|mano&f-PL=hand ?,%mor:
177,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,558,.,sí .%mor: co|sí=yes .,%mor:
178,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,560,?,cuántas tienes ?%mor: pro:int|cuánto-f-PL=how_much v|tene-2S&PRES=have ?,%mor:
179,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,562,.,mira [% hace cómo si tiene alas] .%mor: co|mira=look .,%mor:
180,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,564,?,qué son éstas ?%mor: pro:int|qué=what cop|se-3P&PRES=be pro:dem|éste-f-PL=this_one ?,%mor:
181,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,566,.,alas .%mor: v|ala-2S&PRES=call .,%mor:
182,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,568,!,alas (.) (.) no (.) porque tú no eres un pájaro !%mor: v|ala-2S&PRES=call adv|no=no conj|porque=because pro:sub|tú=you co|no=no cop|se-2S&PRES=be det:art|un&m=one n|pájaro-m=bird !,%mor:
183,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,571,.,pero mira [% hace como si volara] .%mor: n|pero&m=excuse co|mira=look .,%mor:
184,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,573,!,ah (.) vuelas !%mor: co|ah v|vola-2S&PRES=fly !,%mor:
185,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,575,!,no vuelas !%mor: adv|no=no v|vola-2S&PRES=fly !,%mor:
186,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,577,.,0 &=grita .,%mor:
187,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,581,!,qué !%mor: pro:int|qué=what !,%mor:
188,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,583,?,a qué sí ?%mor: aprep|a=to pro:int|qué=what co|sí=yes ?,%mor:
189,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,585,?,oye y (.) este cuento te gusta o no te gusta ?%mor: co|oye=listen coord|y=and det:dem|este=this n|cuento&m=story pro:obj|te=you v|gusta-3S&PRES=like coord|o=or adv|no=no pro:obj|te=you v|gusta-3S&PRES=like ?,%mor:
190,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,589,.,si ya acabó .%mor: conj|si=if adv|ya=already v|acaba-3S&PRET=finish .,%mor:
191,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,591,?,sí (.) te gusta ?%mor: co|sí=yes pro:obj|te=you v|gusta-3S&PRES=like ?,%mor:
192,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,593,.,sí pero ya acabó .%mor: co|sí=yes conj|pero=but adv|ya=already v|acaba-3S&PRET=finish .,%mor:
193,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,595,?,pues yo creo que no te gusta mucho (.) eh ?%mor: co|pues=well pro:sub|yo=I v|cree-1S&PRES=believe pro:rel|que=that adv|no=no pro:obj|te=you v|gusta-3S&PRES=like adv|mucho=much co|eh ?,%mor:
194,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,598,!,ya acabó !%mor: adv|ya=already v|acaba-3S&PRET=finish !,%mor:
195,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,600,!,sí (.) ya acabó !%mor: co|sí=yes adv|ya=already v|acaba-3S&PRET=finish !,%mor:
196,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,604,?,ahora qué vamos a hacer ?%mor: adv|ahora=now pro:int|qué=what v|i-1P&PRES=go aprep|a=to inf|hace-INF=do ?,%mor:
197,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,609,?,vamos a jugar (.) (.) vamos a jugar a pintar (.) unas cosas (.) vale ?%mor: v|i-1P&PRES=go aprep|a=to inf|juga-INF=play v|i-1P&PRES=go aprep|a=to inf|juga-INF=play aprep|a=to inf|pinta-INF=paint det:art|un-f-PL=one v|cose-2S&SUB&PRES=sew co|vale=okay ?,%mor:
198,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,614,.,0 [=! ruido con la boca] .,%mor:
199,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,615,.,venga (.) mira toma (.) ven (.) toma .%mor: co|venga=come_on co|mira=look v|toma-3S&PRES=take co|ven=come v|toma-3S&PRES=take .,%mor:
200,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,619,?,ahora vamos a pintar a Caperucita (.) y al lobo (.) vale ?%mor: adv|ahora=now v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint aprep|a=to n:prop|Caperucita coord|y=and aprep|a~det:art|el&m=to n|lobo-m=wolf co|vale=okay ?,%mor:
201,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,623,.,lobo (.) y Caperucita [% los pinta] .%mor: n|lobo-m=wolf coord|y=and n:prop|Caperucita .,%mor:
202,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,625,.,no [/] no pero lo tenemos que hacer mejor vale (.) mira vamos a pintar los ojos .%mor: co|no=no conj|pero=but pro:obj|lo&m=him v|tene-1P&PRES=have prep|que=than inf|hace-INF=do adj|mejor=better co|vale=okay co|mira=look v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint det:art|el&m-PL=the n|ojo&m-PL=eye .,%mor:
203,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,631,.,los ojos (.) no (.) <yo no> [/] yo no lo puedo hacer .%mor: det:art|el&m-PL=the n|ojo&m-PL=eye adv|no=no pro:sub|yo=I adv|no=no pro:obj|lo&m=him v|pode-1S&PRES=can inf|hace-INF=do .,%mor:
204,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,634,?,por qué ?%mor: prep|por=for pro:int|qué=what ?,%mor:
205,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,636,.,porque no .%mor: conj|porque=because adv|no=no .,%mor:
206,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,638,?,por qué no (.) qué ?%mor: prep|por=for pro:int|qué=what co|no=no pro:int|qué=what ?,%mor:
207,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,640,.,porque no sabo [*] .%mor: conj|porque=because adv|no=no v|sabe-1S&PRES=know .,%mor:
208,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,643,.,sí sabes (.) mira (.) haz así (.) mira [/] mira ven [/] (.) ven mira .%mor: co|sí=yes v|sabe-2S&PRES=know co|mira=look imp|hace-2S&IMP=do adv|así=thus v|mira-3S&PRES=look co|ven=come co|mira=look .,%mor:
209,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,648,?,así (.) arriba y abajo (.) ves cómo sabes ?%mor: adv|así=thus adv|arriba=above coord|y=and adv|abajo=below v|ve-2S&PRES=see pro:int|cómo=how v|sabe-2S&PRES=know ?,%mor:
210,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,651,?,y arriba y abajo (.) ves cómo sabes ?%mor: coord|y=and adv|arriba=above coord|y=and adv|abajo=below v|ve-2S&PRES=see pro:int|cómo=how v|sabe-2S&PRES=know ?,%mor:
211,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,654,?,a que sí sabes ?%mor: aprep|a=to conj|que=that co|sí=yes v|sabe-2S&PRES=know ?,%mor:
212,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,656,?,<y el lobo> [?] ?%mor: coord|y=and det:art|el&m&SG=the n|lobo-m=wolf ?,%mor:
213,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,662,.,bigote .%mor: n|bigote&m=whisker .,%mor:
214,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,664,.,venga .%mor: co|venga=come_on .,%mor:
215,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,668,?,muy bien (.) y para aquí (.) no [% dibujo el bigote para el otro lado] ?%mor: adv|muy=very adv|bien=well coord|y=and prep|para=for adv|aquí=here adv|no=no ?,%mor:
216,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,672,.,y ahora (.) el hocico .%mor: coord|y=and adv|ahora=now det:art|el&m&SG=the n|hocico&m=snout .,%mor:
217,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,675,.,<y pa> [?] la boca .%mor: coord|y=and co|pa det:art|el&f&SG=the n|boca&f=mouth .,%mor:
218,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,677,.,la boca (.) y las orejas (.) así (.) grandes .%mor: det:art|el&f&SG=the n|boca&f=mouth coord|y=and det:art|el&f-PL=the n|oreja&f-PL=ear adv|así=thus adj|grande-PL=big .,%mor:
219,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,681,.,claro (.) ves cómo sabes (.) y ahora le vamos a pintar el cuerpo .%mor: co|claro=obvious v|ve-2S&PRES=see pro:int|cómo=how v|sabe-2S&PRES=know coord|y=and adv|ahora=now pro:ind|le=him v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint det:art|el&m&SG=the n|cuerpo&m=body .,%mor:
220,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,687,!,pero el cuerpo es mucho más gran:de (.) a_ver (.) hazlo tú !%mor: n|pero&m=excuse det:art|el&m&SG=the n|cuerpo&m=body cop|se-3S&PRES=be adv|mucho=much adv|más=more adj|grande=big co|a_ver=lets_see imp|hace-2S&IMP~pro:clit|OBJ&m=do pro:sub|tú=you !,%mor:
221,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,691,!,así [?] [% lo pinta] !%mor: adv|así=thus !,%mor:
222,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,693,!,eso (.) y las patas !%mor: pro:dem|eso=that_one coord|y=and det:art|el&f-PL=the n|pata&f-PL=animal_foot !,%mor:
223,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,696,.,&tic &tic &tic &tic &tic [% las pinta] .,%mor:
224,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,697,?,y cuántas tiene ?%mor: coord|y=and det:indef|cuánto-f-PL=how_much v|tene-3S&PRES=have ?,%mor:
225,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,699,.,muchas .%mor: det:indef|mucho-f-PL=many .,%mor:
226,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,701,?,muchas patas ?%mor: det:indef|mucho-f-PL=many n|pata&f-PL=animal_foot ?,%mor:
227,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,706,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:
228,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,708,!,pónelas [*] !%mor: imp|pone-2S&IMP~pro:clit|OBJ&f&PL=put !,%mor:
229,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,711,?,yo las pongo (.) venga [% las pinto] (.) así vale (.) venga (.) éste es el lobo (.) vale ?%mor: pro:sub|yo=I pro:obj|la&f-PL=she v|pone-1S&PRES=put co|venga=come_on adv|así=thus v|vale-3S&PRES=cost co|venga=come_on pro:dem|éste=this_one cop|se-3S&PRES=be det:art|el&m&SG=the n|lobo-m=wolf co|vale=okay ?,%mor:
230,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,717,?,y Caperucita ?%mor: coord|y=and n:prop|Caperucita ?,%mor:
231,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,722,.,&jo .,%mor:
232,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,723,!,rojo (.) venga a_ver (.) toma [= lápiz rojo] !%mor: adj|rojo-m=red co|venga=come_on co|a_ver=lets_see v|toma-3S&PRES=take !,%mor:
233,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,726,?,vamos a pintar a Caperucita (.) vale (.) a_ver (.) la cabeza ?%mor: v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint aprep|a=to n:prop|Caperucita co|vale=okay co|a_ver=lets_see det:art|el&f&SG=the n|cabeza&f=head ?,%mor:
234,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,732,?,qué más (.) el sombrero ?%mor: pro:int|qué=what adv|más=more det:art|el&m&SG=the n|sombrero&m=hat ?,%mor:
235,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,735,.,0 [=! ruido con la boca] .,%mor:
236,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,737,?,muy bien (.) los brazos ?%mor: adv|muy=very adv|bien=well det:art|el&m-PL=the n|brazo&m-PL=arm ?,%mor:
237,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,739,.,0 [=! ruido con la boca] .,%mor:
238,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,741,?,y las piernas ?%mor: coord|y=and det:art|el&f-PL=the n|pierna&f-PL=leg ?,%mor:
239,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,743,.,0 [=! ruido con la boca] .,%mor:
240,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,745,!,claro !%mor: co|claro=obvious !,%mor:
241,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,747,?,y vamos a pintar (.) a_ver ?%mor: coord|y=and v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint co|a_ver=lets_see ?,%mor:
242,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,750,.,cuéntame algo (.) hombre .%mor: imp|conta-2S&IMP~pro:clit|1S=count_tell pro:dem|algo=something co|hombre .,%mor:
243,01dtz30m.cha,spa,DiezItza,INV,.,.,.,.,Investigator,.,.,753,.,vamos a pintar (.) la mamá .%mor: v|i-1P&PRES=go aprep|a=to inf|pinta-INF=paint det:art|el&f&SG=the n|mamá&f=mommy .,%mor:
244,01dtz30m.cha,spa,DiezItza,CHI,3;02.09,.,.,.,Target_Child,.,.,756,.,0 [=! ruido con la boca] .,%mor:
