original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
87,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,167,v|lleva-3p&pres=carry,le llevan +...%mor: pro:ind|le=him v|lleva-3P&PRES=carry +...,%svd:,llevar,0,1,3,p,pres,,switch,,,
88,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,169,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
89,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,171,.,totalmente .%mor: adv:adj|total-ADV=total .,%mor:,0,,,0,0,0,,,,,
90,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,173,v|tene-3s&pres=have,"ahora, por ejemplo, que él tiene una entrevista para instrucción médica de trabajo +...%mor: adv|ahora=now cm|cm prep|por=for n|ejemplo&m=example cm|cm prep|que=than pro:head|él&m=he v|tene-3S&PRES=have det:art|un-f=one v|entrevista-3S&PRES=interview prep|para=for n|instrucción&f=instruction n|médico-f=physician prep|de=of n|trabajo&m=work +...",%mor:,0,,,0,0,0,,,,,
91,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,173,v|tene-3s&pres=have,"ahora, por ejemplo, que él tiene una entrevista para instrucción médica de trabajo +...%mor: adv|ahora=now cm|cm prep|por=for n|ejemplo&m=example cm|cm prep|que=than pro:head|él&m=he v|tene-3S&PRES=have det:art|un-f=one v|entrevista-3S&PRES=interview prep|para=for n|instrucción&f=instruction n|médico-f=physician prep|de=of n|trabajo&m=work +...",%svd:,tener,1,1,3,s,pres,,,,,
92,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,173,v|entrevista-3s&pres=interview,"ahora, por ejemplo, que él tiene una entrevista para instrucción médica de trabajo +...%mor: adv|ahora=now cm|cm prep|por=for n|ejemplo&m=example cm|cm prep|que=than pro:head|él&m=he v|tene-3S&PRES=have det:art|un-f=one v|entrevista-3S&PRES=interview prep|para=for n|instrucción&f=instruction n|médico-f=physician prep|de=of n|trabajo&m=work +...",%svd:,entrevistar,na,na,na,na,na,na,na,na,tag error,
93,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,181,.,lo dejo con la hermana porque hace muchísimo calor a la tarde .%mor: pro:obj|lo&m=him v|deja-1S&PRES=leave prep|con=with det:art|el&f&SG=the n|hermano-f=sibling conj|porque=because v|hace-3S&PRES=do det:indef|mucho-SUPER-m=many n|calor&m=heat aprep|a=to det:art|el&f&SG=the adv|tarde=late .,%mor:,0,,,0,0,0,,,,,
94,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,181,v|deja-1s&pres=leave,lo dejo con la hermana porque hace muchísimo calor a la tarde .%mor: pro:obj|lo&m=him v|deja-1S&PRES=leave prep|con=with det:art|el&f&SG=the n|hermano-f=sibling conj|porque=because v|hace-3S&PRES=do det:indef|mucho-SUPER-m=many n|calor&m=heat aprep|a=to det:art|el&f&SG=the adv|tarde=late .,%svd:,dejar,0,1,1,s,pres,,switch,,,
95,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,181,v|hace-3s&pres=do,lo dejo con la hermana porque hace muchísimo calor a la tarde .%mor: pro:obj|lo&m=him v|deja-1S&PRES=leave prep|con=with det:art|el&f&SG=the n|hermano-f=sibling conj|porque=because v|hace-3S&PRES=do det:indef|mucho-SUPER-m=many n|calor&m=heat aprep|a=to det:art|el&f&SG=the adv|tarde=late .,%svd:,hacer,na,na,na,na,na,na,na,na,expletive,
96,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,186,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
97,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,188,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
98,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,190,.,"si no, él va al jardín de lune(s) a viernes .%mor: conj|si=if adv|no=no cm|cm pro:head|él&m=he v|i-3S&PRES=go aprep|a~det:art|el&m=to n|jardín&m=garden prep|de=of n|lunes&m=Monday aprep|a=to n|viernes&m=Friday .",%mor:,0,,,0,0,0,,,,,
99,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,190,v|i-3s&pres=go,"si no, él va al jardín de lune(s) a viernes .%mor: conj|si=if adv|no=no cm|cm pro:head|él&m=he v|i-3S&PRES=go aprep|a~det:art|el&m=to n|jardín&m=garden prep|de=of n|lunes&m=Monday aprep|a=to n|viernes&m=Friday .",%svd:,ir,1,1,3,s,pres,,,,,
100,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,194,!,claro !%mor: co|claro=obvious !,%mor:,0,,,0,0,0,,,,,
101,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,196,v|aprovecha-2s&pres=take_advantage,y aprovechás el momento que está en el jardín +...%mor: coord|y=and v|aprovecha-2S&PRES=take_advantage det:art|el&m&SG=the n|momento&m=moment pro:rel|que=that cop|esta-3S&PRES=be prep|en=in det:art|el&m&SG=the n|jardín&m=garden +...,%mor:,0,,,0,0,0,,,,,
102,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,196,v|aprovecha-2s&pres=take_advantage,y aprovechás el momento que está en el jardín +...%mor: coord|y=and v|aprovecha-2S&PRES=take_advantage det:art|el&m&SG=the n|momento&m=moment pro:rel|que=that cop|esta-3S&PRES=be prep|en=in det:art|el&m&SG=the n|jardín&m=garden +...,%svd:,aprovechar,0,1,2,s,pres,,,,,
103,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,196,cop|esta-3s&pres=be,y aprovechás el momento que está en el jardín +...%mor: coord|y=and v|aprovecha-2S&PRES=take_advantage det:art|el&m&SG=the n|momento&m=moment pro:rel|que=that cop|esta-3S&PRES=be prep|en=in det:art|el&m&SG=the n|jardín&m=garden +...,%svd:,estar,0,1,3,s,pres,switch,switch,,,
104,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,200,.,para hacer mis cosas .%mor: prep|para=for inf|hace-INF=do n|mis&f=teacher n|cosa&f-PL=thing .,%mor:,0,,,0,0,0,,,,,
105,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,202,.,+< para hacer las cosas .%mor: prep|para=for inf|hace-INF=do det:art|el&f-PL=the n|cosa&f-PL=thing .,%mor:,0,,,0,0,0,,,,,
106,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,205,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
107,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,207,.,totalmente .%mor: adv:adj|total-ADV=total .,%mor:,0,,,0,0,0,,,,,
108,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,209,.,&unjú .,%mor:,0,,,0,0,0,,,,,
109,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,210,?,"a_ver, &eeeh, tienen familia, amigos en el barrio ?%mor: co|a_ver=lets_see cm|cm cm|cm v|tene-3P&PRES=have n|familia&f=family cm|cm n|amigo-m-PL=friend prep|en=in det:art|el&m&SG=the n|barrio&m=district ?",%mor:,0,,,0,0,0,,,,,
110,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,210,v|tene-3p&pres=have,"a_ver, &eeeh, tienen familia, amigos en el barrio ?%mor: co|a_ver=lets_see cm|cm cm|cm v|tene-3P&PRES=have n|familia&f=family cm|cm n|amigo-m-PL=friend prep|en=in det:art|el&m&SG=the n|barrio&m=district ?",%svd:,tener,0,1,usted,p,pres,,,,,
111,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,214,.,"sí, tengo a mis hijos, y algunos conocidos .%mor: co|sí=yes cm|cm v|tene-1S&PRES=have aprep|a=to n|mis&f=teacher n|hijo-m-PL=child cm|cm coord|y=and det:indef|algún-m-PL=some part|conoce-PPART-m-PL=know .",%mor:,0,,,0,0,0,,,,,
112,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,214,v|tene-1s&pres=have,"sí, tengo a mis hijos, y algunos conocidos .%mor: co|sí=yes cm|cm v|tene-1S&PRES=have aprep|a=to n|mis&f=teacher n|hijo-m-PL=child cm|cm coord|y=and det:indef|algún-m-PL=some part|conoce-PPART-m-PL=know .",%svd:,tener,0,1,1,s,pres,,,,,
113,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,218,?,"vo(s) &cu, &eh, cuándo llegaste acá ?%mor: pro:obj|vos=you cm|cm cm|cm pro:int|cuándo=when v|llega-2S&PRET=arrive adv|acá=there ?",%mor:,0,,,0,0,0,,,,,
114,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,218,v|llega-2s&pret=arrive,"vo(s) &cu, &eh, cuándo llegaste acá ?%mor: pro:obj|vos=you cm|cm cm|cm pro:int|cuándo=when v|llega-2S&PRET=arrive adv|acá=there ?",%svd:,llegar,1,1,2,s,pret,,,,,
115,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,221,v|veni-1s&pret=come,"&eeeeh, la primera vez que vine de Paraguay son +...%mor: cm|cm det:art|el&f&SG=the adj:num|primer-f=first n|vez&f=turn prep|que=than v|veni-1S&PRET=come prep|de=of n:prop|Paraguay cop|se-3P&PRES=be +...",%mor:,0,,,0,0,0,,,,,
116,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,221,v|veni-1s&pret=come,"&eeeeh, la primera vez que vine de Paraguay son +...%mor: cm|cm det:art|el&f&SG=the adj:num|primer-f=first n|vez&f=turn prep|que=than v|veni-1S&PRET=come prep|de=of n:prop|Paraguay cop|se-3P&PRES=be +...",%svd:,venir,0,1,1,s,pret,,,,,
117,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,221,cop|se-3p&pres=be,"&eeeeh, la primera vez que vine de Paraguay son +...%mor: cm|cm det:art|el&f&SG=the adj:num|primer-f=first n|vez&f=turn prep|que=than v|veni-1S&PRET=come prep|de=of n:prop|Paraguay cop|se-3P&PRES=be +...",%svd:,ser,0,0,3,p,pres,,,,,
118,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,225,v|llega-1s&pret=arrive,llegué en el dos mil +...%mor: v|llega-1S&PRET=arrive prep|en=in det:art|el&m&SG=the det:num|dos=two n|mil&m=thousand +...,%mor:,0,,,0,0,0,,,,,
119,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,225,v|llega-1s&pret=arrive,llegué en el dos mil +...%mor: v|llega-1S&PRET=arrive prep|en=in det:art|el&m&SG=the det:num|dos=two n|mil&m=thousand +...,%svd:,llegar,0,1,1,s,pret,,switch,,,
120,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,228,?,y estamos ?%mor: coord|y=and cop|esta-1P&PRES&PRET=be ?,%mor:,0,,,0,0,0,,,,,
121,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,228,cop|esta-1p&pres&pret=be,y estamos ?%mor: coord|y=and cop|esta-1P&PRES&PRET=be ?,%svd:,estar,0,1,1,p,pres,,switch,,,
122,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,230,.,"y sí, dos mil cinco .%mor: coord|y=and co|sí=yes cm|cm det:num|dos=two det:num|mil=thousand det:num|cinco=five .",%mor:,0,,,0,0,0,,,,,
123,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,233,!,"&ah, dos mil cinco !%mor: cm|cm det:num|dos=two det:num|mil=thousand det:num|cinco=five !",%mor:,0,,,0,0,0,,,,,
124,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,235,!,un montón !%mor: det:art|un&m=one n|monte&m-AUG=hill !,%mor:,0,,,0,0,0,,,,,
125,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,237,.,"sí, hace un montón .%mor: co|sí=yes cm|cm v|hace-3S&PRES=do det:art|un&m=one n|monte&m-AUG=hill .",%mor:,0,,,0,0,0,,,,,
126,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,237,v|hace-3s&pres=do,"sí, hace un montón .%mor: co|sí=yes cm|cm v|hace-3S&PRES=do det:art|un&m=one n|monte&m-AUG=hill .",%svd:,hacer,na,na,na,na,na,na,na,na,exclude,
127,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,240,?,"montón, cuántos años tenés vos ?%mor: n|monte&m-AUG=hill cm|cm pro:int|cuánto-m-PL=how_much n|año&m-PL=year v|tene-2S&PRES=have pro:obj|vos=you ?",%mor:,0,,,0,0,0,,,,,
128,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,240,v|tene-2s&pres=have,"montón, cuántos años tenés vos ?%mor: n|monte&m-AUG=hill cm|cm pro:int|cuánto-m-PL=how_much n|año&m-PL=year v|tene-2S&PRES=have pro:obj|vos=you ?",%svd:,tener,1,1,2,s,pres,,,,,
129,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,243,.,cuarenta y uno .%mor: det:num|cuarenta&m=forty coord|y=and pro:indef|uno=one .,%mor:,0,,,0,0,0,,,,,
130,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,245,!,parecés más chica !%mor: v|parece-2S&PRES=seem adv|más=more n|chico-f=child !,%mor:,0,,,0,0,0,,,,,
131,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,245,v|parece-2s&pres=seem,parecés más chica !%mor: v|parece-2S&PRES=seem adv|más=more n|chico-f=child !,%svd:,parecer,0,1,2,s,pres,,,,,
132,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,247,!,"&ay, gracias !%mor: cm|cm co|gracias=thanks !",%mor:,0,,,0,0,0,,,,,
133,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,249,!,con razón yo no podía hacer de cálculo !%mor: prep|con=with n|razón&f=reason pro:sub|yo=I adv|no=no v|pode-13S&PAS=can inf|hace-INF=do prep|de=of n|cálculo&m=calculation !,%mor:,0,,,0,0,0,,,,,
134,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,249,!,con razón yo no podía hacer de cálculo !%com: Se vuelve a ecuchar la conversación paralela .,%com:,0,,,0,0,0,,,,,
135,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,249,v|pode-13s&pas=can,con razón yo no podía hacer de cálculo !%mor: prep|con=with n|razón&f=reason pro:sub|yo=I adv|no=no v|pode-13S&PAS=can inf|hace-INF=do prep|de=of n|cálculo&m=calculation !,%svd:,poder,1,1,1,s,pas,,,,,
136,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,258,?,tienen más familia en Buenos Aires ?%mor: v|tene-3P&PRES=have adv|más=more n|familia&f=family prep|en=in n:prop|Buenos n:prop|Aires ?,%mor:,0,,,0,0,0,,,,,
137,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,258,v|tene-3p&pres=have,tienen más familia en Buenos Aires ?%mor: v|tene-3P&PRES=have adv|más=more n|familia&f=family prep|en=in n:prop|Buenos n:prop|Aires ?,%svd:,tener,0,1,usted,p,pres,,switch,,,
138,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,261,?,por ejemplo en otros barrios ?%mor: prep|por=for n|ejemplo&m=example prep|en=in det:indef|otro-m-PL=other n|barrio&m-PL=district ?,%mor:,0,,,0,0,0,,,,,
139,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,264,?,cosas así ?%mor: n|cosa&f-PL=thing adv|así=thus ?,%mor:,0,,,0,0,0,,,,,
140,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,266,v|tene-1s&pres=have,"+< tengo, tengo una tía que en realidad que está en &ospi +...%mor: v|tene-1S&PRES=have cm|cm v|tene-1S&PRES=have det:art|un-f=one n|tío-f=uncle prep|que=than prep|en=in n|realidad&f=reality pro:rel|que=that cop|esta-3S&PRES=be prep|en=in +...",%mor:,0,,,0,0,0,,,,,
141,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,266,v|tene-1s&pres=have,"+< tengo, tengo una tía que en realidad que está en &ospi +...%mor: v|tene-1S&PRES=have cm|cm v|tene-1S&PRES=have det:art|un-f=one n|tío-f=uncle prep|que=than prep|en=in n|realidad&f=reality pro:rel|que=that cop|esta-3S&PRES=be prep|en=in +...",%svd:,tener,na,na,na,na,na,na,na,na,false start,
142,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,266,v|tene-1s&pres=have,"+< tengo, tengo una tía que en realidad que está en &ospi +...%mor: v|tene-1S&PRES=have cm|cm v|tene-1S&PRES=have det:art|un-f=one n|tío-f=uncle prep|que=than prep|en=in n|realidad&f=reality pro:rel|que=that cop|esta-3S&PRES=be prep|en=in +...",%svd:,tener,0,1,1,s,pres,,,,,
143,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,266,cop|esta-3s&pres=be,"+< tengo, tengo una tía que en realidad que está en &ospi +...%mor: v|tene-1S&PRES=have cm|cm v|tene-1S&PRES=have det:art|un-f=one n|tío-f=uncle prep|que=than prep|en=in n|realidad&f=reality pro:rel|que=that cop|esta-3S&PRES=be prep|en=in +...",%svd:,estar,na,na,na,na,na,na,na,na,relclause,
144,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,270,.,que está en Constitución .%mor: pro:rel|que=that cop|esta-3S&PRES=be prep|en=in n:prop|Constitución .,%mor:,0,,,0,0,0,,,,,
145,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,270,cop|esta-3s&pres=be,que está en Constitución .%mor: pro:rel|que=that cop|esta-3S&PRES=be prep|en=in n:prop|Constitución .,%svd:,estar,na,na,na,na,na,na,na,na,relclause,
146,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,273,.,"pero, no, no me veo con ella .%mor: conj|pero=but cm|cm co|no=no cm|cm co|no=no pro:obj|me=me v|ve-1S&PRES=see prep|con=with pro:sub|ello-f=he .",%mor:,0,,,0,0,0,,,,,
147,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,273,v|ve-1s&pres=see,"pero, no, no me veo con ella .%mor: conj|pero=but cm|cm co|no=no cm|cm co|no=no pro:obj|me=me v|ve-1S&PRES=see prep|con=with pro:sub|ello-f=he .",%svd:,ver,0,1,1,s,pres,,same,,,
148,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,276,.,no te ves .%mor: adv|no=no pro:obj|te=you v|ve-2S&PRES=see .,%mor:,0,,,0,0,0,,,,,
149,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,276,v|ve-2s&pres=see,no te ves .%mor: adv|no=no pro:obj|te=you v|ve-2S&PRES=see .,%svd:,ver,0,1,2,s,pres,,,,,
150,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,278,.,porque mucho no le gusta la visita .%mor: conj|porque=because adv|mucho=much adv|no=no pro:ind|le=him imp|gusta-2S&IMP=like det:art|el&f&SG=the v|visita-3S&PRES=visit .,%mor:,0,,,0,0,0,,,,,
151,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,278,v|visita-3s&pres=visit,porque mucho no le gusta la visita .%mor: conj|porque=because adv|mucho=much adv|no=no pro:ind|le=him imp|gusta-2S&IMP=like det:art|el&f&SG=the v|visita-3S&PRES=visit .,%svd:,visitar,na,na,na,na,na,na,na,na,tag error,
152,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,281,.,hablar con nadie .%mor: inf|habla-INF=speak prep|con=with pro:indef|nadie=nobody .,%mor:,0,,,0,0,0,,,,,
153,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,285,.,"&ah, simpática .%mor: cm|cm adj|simpático-f=congenial .",%mor:,0,,,0,0,0,,,,,
154,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,287,.,"no existe, no existe, sí .%mor: adv|no=no v|existi-3S&PRES=exist cm|cm co|no=no v|existi-3S&PRES=exist cm|cm co|sí=yes .",%mor:,0,,,0,0,0,,,,,
155,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,287,v|existi-3s&pres=exist,"no existe, no existe, sí .%mor: adv|no=no v|existi-3S&PRES=exist cm|cm co|no=no v|existi-3S&PRES=exist cm|cm co|sí=yes .",%svd:,existir,0,0,3,s,pres,,,,,
156,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,287,v|existi-3s&pres=exist,"no existe, no existe, sí .%mor: adv|no=no v|existi-3S&PRES=exist cm|cm co|no=no v|existi-3S&PRES=exist cm|cm co|sí=yes .",%svd:,existir,0,0,3,s,pres,,,,,
157,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,290,v|veni-2s&pret=come,"&ah, y vos cuando te, cuando viniste +...%mor: cm|cm coord|y=and pro:obj|vos=you conj|cuando=when pro:obj|te=you cm|cm pro:rel|cuando=when v|veni-2S&PRET=come +...",%mor:,0,,,0,0,0,,,,,
158,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,290,v|veni-2s&pret=come,"&ah, y vos cuando te, cuando viniste +...%mor: cm|cm coord|y=and pro:obj|vos=you conj|cuando=when pro:obj|te=you cm|cm pro:rel|cuando=when v|veni-2S&PRET=come +...",%svd:,venir,1,1,2,s,pret,,,,,
159,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,293,?,te viniste sola ?%mor: pro:obj|te=you v|veni-2S&PRET=come adj|solo-f=alone ?,%mor:,0,,,0,0,0,,,,,
160,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,293,v|veni-2s&pret=come,te viniste sola ?%mor: pro:obj|te=you v|veni-2S&PRET=come adj|solo-f=alone ?,%svd:,venir,0,1,2,s,pret,,same,,,
161,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,295,.,me vine con una señora .%mor: pro:obj|me=me v|veni-1S&PRET=come prep|con=with det:art|un-f=one n|señora&f=lady .,%mor:,0,,,0,0,0,,,,,
162,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,295,v|veni-1s&pret=come,me vine con una señora .%mor: pro:obj|me=me v|veni-1S&PRET=come prep|con=with det:art|un-f=one n|señora&f=lady .,%svd:,venir,0,1,1,s,pret,,,,,
163,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,298,.,&unjú .,%mor:,0,,,0,0,0,,,,,
164,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,299,.,"xxx, una conocida .%mor: cm|cm det:art|un-f=one part|conoce-PPART-f=know .",%mor:,0,,,0,0,0,,,,,
165,LG-EB-2018-10-01-biling-EB-tagged.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,301,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,,
